Nombre de sistema,Última comunicación,Versión de producto (Agent),Versión de producto (VirusScan Enterprise),Versión de DAT (VirusScan Enterprise),Tipo de SO,Versión de producto (Endpoint Security Threat Prevention),Versión de AMCore Content,Estado habilitado de OAS
P823202,14/11/18 15:17:48 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P823203,14/11/18 15:23:18 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P823757,14/11/18 15:24:05 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
PMXL1520J5Q,14/11/18 15:49:24 CET,5.0.6.220,,,Windows 10,10.5.2.2108,3527.0,
S257286,20/09/18 23:49:19 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3469.0,
S257407,23/08/18 23:21:53 CEST,5.0.2.132,8.8.0.1247,8993.0000,Windows XP,,,Habilitado
S257607,14/11/18 15:42:43 CET,5.0.2.333,8.8.0.1445,9076.0000,Windows XP,,,Habilitado
S257684,30/10/18 1:58:25 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3511.0,
S257696,14/11/18 15:06:34 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S257700,14/11/18 15:12:12 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S257724,14/11/18 15:35:30 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S275511,2/10/18 18:01:20 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3435.0,
S432646,30/09/18 17:45:06 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3482.0,
S735777,14/11/18 15:24:18 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S735905,29/10/18 16:00:13 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3511.0,
S735949,14/11/18 15:50:11 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S735961,14/11/18 15:32:39 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S742674,14/11/18 15:05:47 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S745167,31/10/18 19:37:56 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3513.0,
S745180,14/11/18 15:32:30 CET,5.0.2.132,,,Windows XP,,,
S745184,19/10/18 21:23:06 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3501.0,
S745185,14/11/18 15:01:05 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S745188,14/11/18 15:20:50 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S745219,11/10/18 17:20:07 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3487.0,
S745406,23/10/18 20:36:18 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3504.0,
S753851,16/08/18 15:45:48 CEST,5.0.2.132,8.8.0.1445,8985.0000,Windows XP,,,Habilitado
S753852,14/11/18 15:04:14 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S753858,14/11/18 15:09:37 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S753864,13/11/18 22:42:05 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
S753868,13/11/18 22:02:58 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S753872,14/11/18 15:52:20 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S753876,31/10/18 15:20:51 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3513.0,
S753900,14/11/18 15:40:40 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S753909,14/11/18 15:10:37 CET,5.0.6.220,,,Windows 10,10.5.2.2108,3527.0,
S754135,14/11/18 15:10:22 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3513.0,
S760585,14/11/18 15:11:00 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S760647,23/08/18 17:41:09 CEST,5.0.2.132,8.8.0.1445,8992.0000,Windows XP,,,Habilitado
S760695,14/11/18 15:20:18 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S760824,17/09/18 18:55:03 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3469.0,
S760867,14/11/18 2:32:13 CET,5.0.6.220,,,Windows 10,10.5.2.2108,3526.0,
S760880,14/11/18 15:00:59 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S763269,14/11/18 14:30:42 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S763364,15/10/18 22:11:09 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3478.0,
S763381,14/11/18 15:20:23 CET,5.0.6.220,,,Windows 10,10.5.2.2108,3527.0,
S763394,15/09/18 14:25:13 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3467.0,
S763709,30/10/18 22:03:40 CET,5.0.6.220,,,Windows 10,10.5.2.2108,3512.0,
S763710,5/11/18 14:30:30 CET,5.0.6.220,8.8.0.975.Wrk,8826.0000,Windows 7,,,Habilitado
S764249,13/11/18 19:40:03 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S764364,14/11/18 15:58:24 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764365,14/11/18 15:50:30 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764366,14/11/18 15:41:32 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764367,14/11/18 15:09:18 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764370,14/11/18 15:28:55 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S764371,14/11/18 15:03:00 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764372,14/11/18 15:32:42 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764373,27/08/18 17:42:56 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3448.0,
S764374,14/11/18 15:02:23 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3525.0,
S764375,14/11/18 15:41:31 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764376,14/11/18 15:46:57 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764377,14/11/18 15:52:34 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764378,14/11/18 15:06:31 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S764379,14/11/18 13:29:58 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S764380,14/11/18 15:07:14 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764381,14/11/18 15:35:41 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3522.0,
S764383,14/11/18 15:02:55 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764384,14/11/18 2:12:17 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S764385,14/11/18 15:08:34 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764386,14/11/18 15:02:34 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764387,14/11/18 15:56:41 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S764389,14/11/18 15:08:46 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S764390,14/11/18 15:04:06 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S764391,14/11/18 15:00:07 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S764392,14/11/18 15:15:29 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S764394,14/11/18 15:13:20 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S764395,14/11/18 14:58:38 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764396,14/11/18 15:53:01 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S764397,13/11/18 23:20:45 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
S764398,14/11/18 15:34:40 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764399,14/11/18 14:16:53 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S764400,14/11/18 15:03:18 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764403,14/11/18 15:06:24 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764404,14/11/18 15:11:10 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764406,14/11/18 15:44:45 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764408,14/11/18 15:17:57 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764409,20/08/18 17:05:42 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3441.0,
S764410,14/11/18 15:37:52 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S764411,14/11/18 15:46:03 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764413,13/11/18 23:04:43 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S764414,14/11/18 15:37:42 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S764415,14/11/18 15:09:46 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764416,14/11/18 15:37:57 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764417,14/11/18 15:03:35 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764418,8/11/18 3:22:21 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3520.0,
S764419,14/11/18 15:31:27 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764420,14/11/18 15:24:44 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S764421,14/11/18 15:02:53 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S764422,14/11/18 15:11:13 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764423,14/11/18 15:00:35 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S764424,14/11/18 15:08:19 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S764425,14/11/18 15:30:48 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764426,14/11/18 15:24:35 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764427,14/11/18 15:02:06 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764429,14/11/18 15:35:41 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764430,14/11/18 15:25:18 CET,5.0.4.283,,,Windows 10,10.5.3.3264,3526.0,
S764431,14/11/18 15:20:22 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764434,14/11/18 15:05:49 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3522.0,
S764435,14/11/18 15:54:22 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764436,14/11/18 14:13:26 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764437,14/11/18 15:47:33 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764439,14/11/18 15:04:52 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S764440,14/11/18 15:04:43 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764441,14/11/18 15:26:11 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764443,14/11/18 15:22:18 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764444,14/11/18 15:09:09 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S764445,14/11/18 15:54:01 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764446,14/11/18 15:35:01 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764447,14/11/18 15:39:39 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S764448,14/11/18 15:33:51 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S764449,14/11/18 15:26:42 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764450,14/11/18 15:55:08 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764451,14/11/18 15:24:19 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764452,14/11/18 15:47:00 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S764453,14/11/18 15:54:46 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S764454,14/11/18 15:04:13 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S764455,14/11/18 15:36:27 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764456,13/11/18 0:15:30 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3525.0,
S764457,14/11/18 15:28:21 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S764464,14/11/18 15:04:24 CET,5.0.2.333,8.8.0.1445,9076.0000,Windows XP,,,Habilitado
S764556,14/11/18 15:48:18 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S764667,16/09/18 16:06:56 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3468.0,
S790979,14/11/18 15:09:51 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S790987,16/09/18 15:40:35 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3468.0,
S790989,14/11/18 15:32:15 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S791970,14/11/18 15:02:28 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3523.0,
S791972,24/10/18 1:48:34 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3506.0,
S791973,14/11/18 15:57:23 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S791975,14/11/18 15:01:55 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S791976,14/11/18 14:57:54 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S791977,14/11/18 15:06:26 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S791978,14/11/18 15:06:38 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S791979,14/11/18 15:10:43 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3513.0,
S791980,14/11/18 15:21:20 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792294,14/11/18 15:04:08 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792306,14/11/18 15:31:56 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792308,22/10/18 17:41:47 CEST,5.0.2.333,8.8.0.1445,9053.0000,Windows XP,,,Habilitado
S792310,14/11/18 15:06:13 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792312,2/11/18 0:02:27 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3514.0,
S792313,31/10/18 22:10:16 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3513.0,
S792316,14/11/18 15:21:08 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S792317,14/11/18 15:53:10 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S792318,14/11/18 15:09:34 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3520.0,
S792319,14/11/18 15:28:48 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S792320,14/11/18 15:43:36 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792322,14/11/18 15:31:52 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792323,14/11/18 15:28:40 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792324,14/11/18 15:42:42 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S792327,14/11/18 15:07:19 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792328,14/11/18 15:08:07 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S792329,14/11/18 15:03:05 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792330,14/11/18 15:12:37 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792331,14/11/18 15:48:31 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792332,14/11/18 15:43:05 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
S792333,14/11/18 15:16:05 CET,5.0.6.220,8.8.0.975.Wrk,9075.0000,Windows 7,,,Habilitado
S792334,14/11/18 15:47:47 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S792336,14/11/18 15:21:08 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792337,14/11/18 14:31:07 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S792338,14/11/18 15:39:26 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792339,14/11/18 15:45:45 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792340,14/11/18 15:42:14 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S792342,14/11/18 15:40:12 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S792343,14/11/18 15:09:31 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792345,14/11/18 15:45:05 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792346,14/11/18 15:02:13 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792347,14/11/18 15:50:10 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792348,14/11/18 15:01:11 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S792349,14/11/18 15:07:41 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S792350,14/11/18 13:40:05 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792351,14/11/18 15:44:12 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792352,14/11/18 15:05:31 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3525.0,
S792353,14/11/18 15:15:17 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792354,12/11/18 17:31:15 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3525.0,
S792355,14/11/18 15:58:21 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792357,14/11/18 0:33:04 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S792358,14/11/18 15:31:53 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S792359,14/11/18 15:35:15 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792360,14/11/18 15:45:24 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792361,14/11/18 15:11:25 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792362,14/11/18 15:20:10 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792363,14/11/18 15:16:44 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S792364,14/11/18 15:23:20 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792365,14/11/18 15:47:13 CET,5.0.4.449,,,Windows 7,10.5.2.2108,3527.0,
S792367,14/11/18 15:58:00 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792368,14/11/18 15:09:48 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792369,14/11/18 15:11:21 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792370,14/11/18 15:38:42 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792371,14/11/18 15:19:19 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792372,14/11/18 15:37:55 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792373,14/11/18 15:16:34 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S792374,14/11/18 15:45:20 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792376,14/11/18 15:49:55 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792378,14/11/18 15:37:28 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S792379,14/11/18 15:19:06 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792380,14/11/18 14:28:42 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S792385,13/11/18 23:18:33 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
S792386,14/11/18 15:10:42 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792387,14/11/18 15:27:21 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3522.0,
S792388,14/11/18 15:34:17 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792391,14/11/18 15:46:09 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792393,14/11/18 15:41:13 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792394,14/11/18 15:09:26 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792395,14/11/18 15:04:10 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792399,14/11/18 15:39:11 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S792400,14/11/18 15:00:56 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S793056,14/11/18 15:41:11 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S793058,14/11/18 15:02:26 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S793059,14/11/18 15:34:20 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S793221,14/11/18 15:05:10 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S799012,14/11/18 15:45:03 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S799020,14/11/18 15:45:47 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S799276,14/11/18 15:11:14 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S799277,1/11/18 15:50:39 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3497.0,
S799279,7/11/18 16:24:12 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3514.0,
S799467,14/11/18 15:48:05 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S799469,14/11/18 15:25:41 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S799567,8/11/18 23:07:01 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3521.0,
S799569,14/11/18 15:03:56 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S799578,22/10/18 18:10:15 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3504.0,
S799584,14/11/18 15:38:04 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S799586,14/11/18 15:02:37 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S799598,26/10/18 3:11:53 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3508.0,
S799601,14/11/18 15:04:54 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S799602,14/11/18 15:03:52 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S799603,14/11/18 15:49:05 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S799604,14/11/18 15:32:14 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S799607,14/11/18 15:32:27 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S799613,14/11/18 15:00:00 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S799614,14/11/18 15:37:21 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S799615,14/11/18 15:10:25 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S799755,14/11/18 15:02:40 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S799758,14/11/18 15:51:08 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S799760,14/11/18 15:17:44 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S799763,14/11/18 15:03:32 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S799766,13/11/18 23:54:15 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S799767,14/11/18 15:31:35 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S799771,14/11/18 15:00:24 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S799772,14/11/18 0:00:26 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S799773,6/09/18 23:05:28 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3421.0,
S799774,13/11/18 23:37:13 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S799816,14/11/18 15:13:06 CET,5.0.2.333,,,Windows XP,,,
S799872,1/11/18 23:04:58 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3488.0,
S799874,14/11/18 15:42:41 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S799875,12/11/18 17:47:43 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3525.0,
S799877,14/11/18 15:10:35 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
S809009,14/11/18 15:55:43 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S809011,14/11/18 15:15:00 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S809012,14/11/18 15:31:46 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S809367,14/11/18 15:45:03 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S809368,14/11/18 15:44:47 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S809369,14/11/18 15:30:30 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S809370,14/11/18 15:23:26 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S809371,14/11/18 15:07:37 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3520.0,
S809373,14/11/18 15:11:52 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S809448,14/11/18 15:10:17 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S809450,14/11/18 15:55:26 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S809451,2/10/18 17:40:31 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3484.0,
S809452,14/11/18 15:51:35 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S809456,9/11/18 23:23:05 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3522.0,
S809458,14/11/18 15:57:35 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S809460,8/11/18 21:10:37 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3521.0,
S809461,14/11/18 15:02:21 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S809474,14/11/18 14:59:59 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S809475,14/11/18 15:04:58 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S809477,14/11/18 15:11:24 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S809478,10/11/18 20:09:31 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3523.0,
S809479,14/11/18 15:11:14 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S809480,14/11/18 15:14:30 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
