Nombre de sistema,Última comunicación,Versión de producto (Agent),Versión de producto (VirusScan Enterprise),Versión de DAT (VirusScan Enterprise),Tipo de SO,Versión de producto (Endpoint Security Threat Prevention),Versión de AMCore Content,Estado habilitado de OAS
P257727,13/11/18 20:40:24 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3526.0,
P257734,14/11/18 1:16:52 CET,5.0.6.220,,,Windows 10,10.5.2.2108,3526.0,
P257740,13/11/18 22:53:05 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
P257741,14/11/18 15:51:02 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P735768,14/11/18 15:46:33 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P744525,2/11/18 15:06:26 CET,5.0.6.220,,,Windows 10,10.5.2.2108,3515.0,
P745228,13/11/18 5:22:26 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P745582,13/11/18 15:12:21 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
P753929,13/11/18 2:17:08 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3525.0,
P754056,14/11/18 15:55:53 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P754062,14/11/18 15:20:51 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P754110,14/11/18 15:26:07 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P754119,14/11/18 2:57:46 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P760703,6/11/18 20:42:29 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3519.0,
P760993,13/11/18 23:18:01 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P763001,14/11/18 15:43:10 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P763012,8/11/18 19:55:42 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3443.0,
P763030,14/11/18 15:44:33 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P763192,14/11/18 11:48:05 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P763195,5/11/18 15:37:59 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3474.0,
P763199,14/11/18 15:53:33 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P763289,14/11/18 15:22:24 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P763306,12/11/18 22:42:21 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3525.0,
P763316,30/08/18 2:06:59 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3451.0,
P763337,14/11/18 15:16:35 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P763341,17/10/18 14:14:39 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3485.0,
P763347,14/11/18 14:59:20 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P763694,7/11/18 0:15:40 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3501.0,
P763699,14/11/18 15:20:26 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P763700,14/11/18 0:13:21 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P763976,14/11/18 15:54:12 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P763979,13/11/18 19:50:08 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P763983,14/11/18 15:58:28 CET,5.0.6.220,,,Windows 7,,,
P763985,12/11/18 22:37:50 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3525.0,
P763987,14/11/18 15:12:36 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P763994,10/11/18 12:00:03 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3523.0,
P764040,14/11/18 15:37:57 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P764041,14/11/18 15:55:31 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P764045,14/11/18 15:33:05 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
P764046,14/11/18 15:40:13 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P764047,14/11/18 15:09:39 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P764048,14/11/18 15:02:34 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P764049,14/11/18 15:05:20 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P764056,14/11/18 15:50:09 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P764059,14/11/18 15:01:46 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P764063,14/11/18 15:38:53 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P764066,14/11/18 14:59:37 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P764067,14/11/18 14:53:07 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P764068,14/11/18 15:53:01 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P764070,14/11/18 6:10:34 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P764073,14/11/18 15:01:54 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P764074,14/11/18 15:00:20 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P764076,14/11/18 15:38:46 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P764078,24/10/18 0:02:00 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3480.0,
P764079,14/11/18 15:23:58 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P764081,14/11/18 15:15:03 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P764085,25/09/18 19:43:00 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3477.0,
P764086,14/11/18 15:36:17 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P764088,14/11/18 15:47:46 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P764092,14/11/18 13:04:21 CET,5.0.6.220,,,Windows 7,,,
P764093,9/11/18 21:59:28 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3480.0,
P764094,14/11/18 14:12:50 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P764095,14/11/18 2:45:07 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P764625,14/11/18 15:57:16 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P764626,14/11/18 5:27:05 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P764627,9/11/18 20:50:45 CET,5.0.6.220,,,Windows 7,,,
P764629,14/11/18 15:44:52 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P764630,14/11/18 15:43:01 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P764631,14/11/18 15:00:32 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
P764634,14/11/18 15:16:17 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P764635,14/11/18 15:15:44 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P764639,6/09/18 21:46:46 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3442.0,
P764643,13/11/18 23:26:00 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
P764647,15/10/18 15:18:15 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3494.0,
P764650,18/09/18 23:46:31 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3469.0,
P764652,12/11/18 19:02:05 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3350.0,
P764662,17/08/18 3:45:07 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3437.0,
P764700,14/11/18 15:47:13 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P764701,26/10/18 23:30:42 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3508.0,
P764706,14/11/18 15:35:15 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3522.0,
P764707,14/11/18 15:54:22 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P764708,14/11/18 15:31:48 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P764709,14/11/18 15:15:13 CET,5.0.6.220,,,Windows 7,,,
P764710,14/11/18 15:39:14 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P781618,14/11/18 15:21:03 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P790243,14/11/18 14:28:42 CET,5.0.6.220,,,Windows 7,,,
P790276,8/10/18 22:06:23 CEST,5.0.6.220,,,Windows 10,10.5.3.3264,3481.0,
P790287,1/11/18 13:02:06 CET,5.0.6.220,,,Windows 7,,,
P790864,9/10/18 16:44:21 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3491.0,
P790866,14/11/18 15:12:41 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P790867,14/11/18 15:15:49 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P790868,14/11/18 15:41:52 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P790875,14/11/18 15:41:56 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P790876,3/10/18 21:02:03 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3485.0,
P790877,14/11/18 15:40:15 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P790878,14/11/18 15:42:10 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P790879,14/11/18 15:11:39 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P790880,14/11/18 15:41:40 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P790881,14/11/18 15:28:37 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P790882,14/11/18 15:50:32 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P790883,14/11/18 15:15:15 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P790884,14/11/18 15:43:46 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P790886,14/11/18 15:16:14 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P790887,14/11/18 15:33:44 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P790894,14/11/18 15:38:02 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P790895,14/11/18 15:13:01 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P790896,14/11/18 15:49:25 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P790897,14/11/18 15:50:07 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P790898,14/11/18 15:26:15 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3522.0,
P790899,14/11/18 15:49:45 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P790900,30/10/18 14:04:21 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3512.0,
P790903,14/11/18 15:36:50 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P790904,14/11/18 15:47:08 CET,5.0.4.283,,,Windows 7,10.5.3.3264,3526.0,
P790906,14/11/18 15:38:06 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P790908,14/11/18 15:11:22 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P790909,15/10/18 16:03:18 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3497.0,
P790910,13/11/18 19:49:25 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
P790911,14/11/18 15:22:08 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P790913,26/09/18 2:15:10 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3477.0,
P790978,25/10/18 18:09:32 CEST,5.0.6.220,,,Windows 7,,,
P791270,14/11/18 15:08:02 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P791271,14/11/18 15:27:10 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P791272,14/11/18 14:26:35 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3516.0,
P791275,8/11/18 19:01:23 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3521.0,
P791286,14/11/18 15:11:14 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P791287,7/11/18 9:36:05 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3520.0,
P791653,14/11/18 0:12:55 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P791657,6/11/18 17:02:34 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3519.0,
P791658,10/09/18 19:07:56 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3462.0,
P791662,14/11/18 15:21:20 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P791663,14/11/18 15:14:23 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P791664,14/11/18 15:12:02 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
P791665,14/11/18 15:56:53 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P791666,5/09/18 20:54:26 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3457.0,
P791671,14/11/18 14:54:52 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P791672,13/11/18 21:18:35 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P791673,14/11/18 15:41:20 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P791676,14/11/18 15:37:48 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P791677,26/10/18 19:13:29 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3480.0,
P791678,14/11/18 15:11:28 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P791679,14/11/18 15:39:48 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P791681,13/11/18 17:49:59 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P791682,14/11/18 15:12:04 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
P791683,14/11/18 15:40:45 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P791684,14/11/18 15:05:59 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P791692,29/10/18 17:16:40 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3508.0,
P791693,14/09/18 17:33:05 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3466.0,
P791694,2/11/18 17:14:23 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3515.0,
P791696,3/11/18 2:31:16 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3515.0,
P791700,14/11/18 13:10:38 CET,5.0.6.220,,,Windows 7,,,
P791701,12/11/18 20:28:29 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3525.0,
P791702,31/08/18 21:42:11 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3452.0,
P791706,15/10/18 18:21:00 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3497.0,
P791707,13/11/18 20:45:44 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P791711,7/11/18 1:27:29 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3519.0,
P791811,23/10/18 18:58:37 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3504.0,
P791812,27/09/18 19:13:29 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3479.0,
P791813,14/11/18 15:46:23 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P791814,14/11/18 15:05:48 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3523.0,
P791816,14/11/18 15:50:42 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P791819,14/11/18 15:17:28 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P791854,14/11/18 15:45:03 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P791875,14/11/18 15:38:15 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P791876,14/11/18 15:38:52 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P791899,29/10/18 15:45:33 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3511.0,
P791903,14/11/18 15:14:49 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3504.0,
P791926,14/11/18 9:19:49 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P791927,6/11/18 18:24:20 CET,5.0.6.220,,,Windows 7,,,
P791931,14/11/18 0:45:07 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P791937,14/11/18 15:26:57 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P791938,9/11/18 18:56:52 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3522.0,
P791942,14/11/18 15:30:00 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P791943,14/11/18 1:54:27 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3522.0,
P791946,9/09/18 4:01:00 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3461.0,
P791956,14/11/18 15:31:28 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P791957,4/09/18 22:46:31 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3457.0,
P792021,8/11/18 18:18:48 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3521.0,
P792022,12/11/18 23:30:08 CET,5.0.6.220,,,Windows 7,10.2.0.662,3525.0,
P792023,5/11/18 15:07:35 CET,5.0.2.333,,,Windows 7,10.5.2.2108,3515.0,
P792025,20/09/18 21:44:14 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3472.0,
P792026,14/11/18 15:05:36 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P792028,30/10/18 17:52:08 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3512.0,
P792029,15/10/18 14:35:53 CEST,5.0.6.220,,,Windows 7,,,
P792033,14/11/18 15:37:59 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P792036,13/11/18 17:22:07 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
P792037,4/10/18 20:01:27 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3486.0,
P792038,10/11/18 18:05:08 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3522.0,
P792045,26/10/18 23:16:04 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3508.0,
P792046,14/11/18 3:34:34 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P792047,14/11/18 15:28:34 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P792052,14/11/18 15:30:33 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P792053,12/09/18 16:58:28 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3464.0,
P792054,13/09/18 2:15:58 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3464.0,
P792055,14/11/18 15:37:04 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P792057,22/08/18 19:11:30 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3442.0,
P792060,23/10/18 20:50:22 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3504.0,
P792063,14/11/18 0:17:52 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P792064,28/09/18 20:51:40 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3480.0,
P792065,14/11/18 15:42:08 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P792068,9/10/18 16:47:22 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3491.0,
P792070,14/11/18 15:44:25 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P792073,14/11/18 15:46:02 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P792074,14/11/18 15:36:36 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P792075,14/11/18 15:15:46 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P792076,1/11/18 3:30:38 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3514.0,
P792078,6/11/18 21:08:01 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3518.0,
P792080,14/11/18 15:53:24 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P792081,9/10/18 16:14:38 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3491.0,
P792083,9/10/18 16:43:47 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3491.0,
P792086,14/11/18 15:02:53 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
P792090,23/10/18 21:10:17 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3504.0,
P792091,14/11/18 15:51:28 CET,5.0.6.220,,,Windows 7,10.2.0.619,3527.0,
P792092,14/11/18 15:29:07 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
P792094,14/11/18 15:48:21 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P792095,14/11/18 15:26:55 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P792098,9/10/18 17:03:39 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3491.0,
P792099,30/10/18 18:10:55 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3512.0,
P792100,14/11/18 15:36:45 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P792101,13/11/18 21:16:41 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
P792102,14/11/18 15:41:32 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P792107,14/11/18 15:00:53 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P792111,14/11/18 15:06:13 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P792112,14/11/18 5:37:11 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P792114,12/09/18 17:03:50 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3452.0,
P792115,14/11/18 15:49:50 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P792116,14/11/18 15:15:01 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P792119,14/11/18 15:32:34 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
P792146,14/11/18 15:43:14 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P792149,27/08/18 17:00:29 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3448.0,
P792151,14/11/18 15:56:17 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P792152,14/11/18 15:42:39 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
P792155,12/11/18 23:46:13 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3525.0,
P792156,14/11/18 15:38:27 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P792157,14/11/18 5:15:33 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P792158,14/11/18 15:28:48 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
P792159,5/11/18 17:12:58 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3518.0,
P792160,5/11/18 20:46:25 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3518.0,
P792161,14/11/18 15:58:05 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P792162,31/10/18 23:37:34 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3513.0,
P792163,24/10/18 0:53:31 CEST,5.0.6.220,,,Windows 10,10.5.2.2108,3506.0,
P792164,14/11/18 15:48:11 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P792168,15/10/18 16:56:41 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3497.0,
P792171,14/11/18 15:43:21 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P792172,24/09/18 20:22:30 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3476.0,
P792174,14/11/18 3:39:05 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P792175,14/11/18 15:31:57 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P792177,31/10/18 1:40:18 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3512.0,
P792178,14/11/18 15:06:00 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P792179,14/11/18 15:30:43 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P792183,14/11/18 14:59:59 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
P792186,14/11/18 15:45:20 CET,5.0.6.220,,,Windows 7,,,
P792188,14/11/18 15:46:45 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P792189,14/11/18 15:38:05 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P792190,14/11/18 15:28:09 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P792191,14/11/18 15:57:34 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P792193,14/11/18 15:01:04 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P792195,14/11/18 15:15:28 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P792196,14/11/18 15:14:51 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P792203,16/08/18 17:51:55 CEST,5.0.6.220,,,Windows 7,,,
P792208,14/11/18 15:46:52 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P792209,14/11/18 15:58:13 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P792213,10/11/18 5:06:05 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3523.0,
P792215,29/10/18 15:45:58 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3511.0,
P792226,14/11/18 15:28:16 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P792227,14/11/18 15:24:24 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P792230,13/11/18 12:54:15 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P792235,14/11/18 15:15:50 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P792254,14/11/18 1:59:37 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P792267,13/11/18 23:00:21 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P792271,14/11/18 15:02:11 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P792272,14/11/18 15:42:10 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P792273,6/11/18 1:17:03 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3518.0,
P792274,13/09/18 20:00:09 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3465.0,
P792276,15/10/18 17:14:58 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3492.0,
P792277,11/10/18 18:00:00 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3493.0,
P792278,14/11/18 15:50:39 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P792279,14/11/18 15:24:24 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P792281,14/11/18 14:33:00 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3525.0,
P792282,14/11/18 15:41:07 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
